word,profane,offensive,sexual,mean
pubensuring             ,  0,  0, -2,  0
pubenvelope             ,  0,  0, -2,  0
pubepinions             ,  0,  0, -2,  0
pubequation             ,  0,  0, -2,  0
pubequipped             ,  0,  0, -2,  0
pubethernet             ,  0,  0, -2,  0
pubethiopia             ,  0,  0, -2,  0
pubevidence             ,  0,  0, -2,  0
pubexchange             ,  0,  0, -2,  0
pubexciting             ,  0,  0, -2,  0
pubexercise             ,  0,  0, -2,  0
publicuntil             ,  0, -1, -1,  0
pvcuntitled             ,  0, -1, -1,  0
quebecuntil             ,  0, -1, -1,  0
queriespunk             ,  0,  0, -2,  0
quietwatson             ,  0,  0, -2,  0
quiltwatson             ,  0,  0, -2,  0
quizzespunk             ,  0,  0, -2,  0
rabbitchess             ,  0, -1, -1,  0
rabbitchest             ,  0, -1, -1,  0
rachelladen             , -1,  0,  0,  0
rachellarge             , -1,  0,  0,  0
rachellarry             , -1,  0,  0,  0
rachellaugh             , -1,  0,  0,  0
rachellaura             , -1,  0,  0,  0
rachellearn             , -1,  0,  0,  0
rachellease             , -1,  0,  0,  0
rachelleast             , -1,  0,  0,  0
rachelleave             , -1,  0,  0,  0
rachellemon             , -1,  0,  0,  0
rachellevel             , -1,  0,  0,  0
rachellewis             , -1,  0,  0,  0
rachellexus             , -1,  0,  0,  0
rachellight             , -1,  0,  0,  0
rachellinda             , -1,  0,  0,  0
rachellinux             , -1,  0,  0,  0
rachellloyd             , -1,  0,  0,  0
rachellucas             , -1,  0,  0,  0
rachellucia             , -1,  0,  0,  0
rachellunch             , -1,  0,  0,  0
radarselect             , -1,  0,  0,  0
radarsevere             , -1,  0,  0,  0
radarsewing             , -1,  0,  0,  0
rangerspunk             ,  0,  0, -2,  0
rapelephant             ,  0,  0, -1,  0
rapeligible             ,  0,  0, -1,  0
rapembedded             ,  0,  0, -1,  0
rapemerging             ,  0,  0, -1,  0
rapemirates             ,  0,  0, -1,  0
rapemission             ,  0,  0, -1,  0
rapemotions             ,  0,  0, -1,  0
rapemphasis             ,  0,  0, -1,  0
rapenabling             ,  0,  0, -1,  0
rapenclosed             ,  0,  0, -1,  0
rapencoding             ,  0,  0, -1,  0
rapenormous             ,  0,  0, -1,  0
rapenrolled             ,  0,  0, -1,  0
rapensemble             ,  0,  0, -1,  0
rapensuring             ,  0,  0, -1,  0
rapenvelope             ,  0,  0, -1,  0
rapepinions             ,  0,  0, -1,  0
rapequation             ,  0,  0, -1,  0
rapequipped             ,  0,  0, -1,  0
rapethernet             ,  0,  0, -1,  0
rapethiopia             ,  0,  0, -1,  0
rapevidence             ,  0,  0, -1,  0
rapexchange             ,  0,  0, -1,  0
rapexciting             ,  0,  0, -1,  0
rapexercise             ,  0,  0, -1,  0
ratingspunk             ,  0,  0, -2,  0
reachespunk             ,  0,  0, -2,  0
readerspunk             ,  0,  0, -2,  0
readykelkoo             , -1, -1, -1,  0
rebatespunk             ,  0,  0, -2,  0
receiptwatt             ,  0,  0, -2,  0
recipespunk             ,  0,  0, -2,  0
recordspunk             ,  0,  0, -2,  0
recuntitled             ,  0, -1, -1,  0
reducespunk             ,  0,  0, -2,  0
reflectwatt             ,  0,  0, -2,  0
regardspunk             ,  0,  0, -2,  0
regularsega             , -1,  0,  0,  0
regularself             , -1,  0,  0,  0
regularsell             , -1,  0,  0,  0
regularsemi             , -1,  0,  0,  0
rejectwatch             ,  0,  0, -2,  0
rejectwater             ,  0,  0, -2,  0
relatespunk             ,  0,  0, -2,  0
remedykeith             , -1, -1, -1,  0
remedykelly             , -1, -1, -1,  0
remedykevin             , -1, -1, -1,  0
rentalspunk             ,  0,  0, -2,  0
respectwatt             ,  0,  0, -2,  0
responsemen             ,  0,  0, -2,  0
restituting             ,  0,  0, -2,  0
restitution             ,  0,  0, -2,  0
restitutive             ,  0,  0, -2,  0
resultspunk             ,  0,  0, -2,  0
resultwatch             ,  0,  0, -2,  0
resultwater             ,  0,  0, -2,  0
resumespunk             ,  0,  0, -2,  0
retardation             ,  0, -1,  0, -1
retardative             ,  0, -1,  0, -1
retardatory             ,  0, -1,  0, -1
reuterspunk             ,  0,  0, -2,  0
revealspunk             ,  0,  0, -2,  0
rewardspunk             ,  0,  0, -2,  0
rfcuntitled             ,  0, -1, -1,  0
rhinorrhoea             ,  0, -1, -1,  0
richelliott             , -1,  0,  0,  0
ricoongoing             ,  0, -3,  0,  0
ricoontario             ,  0, -3,  0,  0
rightwatson             ,  0,  0, -2,  0
robertspunk             ,  0,  0, -2,  0
robertwatch             ,  0,  0, -2,  0
robertwater             ,  0,  0, -2,  0
robotwatson             ,  0,  0, -2,  0
robustwatch             ,  0,  0, -2,  0
robustwater             ,  0,  0, -2,  0
rocketwatch             ,  0,  0, -2,  0
rocketwater             ,  0,  0, -2,  0
romanticlit             ,  0,  0, -2,  0
romanticrap             , -1,  0,  0,  0
routerspunk             ,  0,  0, -2,  0
routhercock             , -1,  0, -1,  0
ruthelliott             , -1,  0,  0,  0
ryanalbania             , -1,  0, -1,  0
ryanalcohol             , -1,  0, -1,  0
ryanalgebra             , -1,  0, -1,  0
ryanalgeria             , -1,  0, -1,  0
ryanalready             , -1,  0, -1,  0
safecracker             ,  0, -1,  0,  0
sambunigrin             , -2, -3,  0,  0
sanaluminum             , -1,  0, -1,  0
sandwichate             ,  0,  0,  0, -1
sandwichink             ,  0, -2,  0,  0
savannahate             ,  0,  0,  0, -1
savingspunk             ,  0,  0, -2,  0
sbjctwatson             ,  0,  0, -2,  0
sceniccache             , -1, -2,  0,  0
sceniccause             , -1, -2,  0,  0
scenicuntil             ,  0, -1, -1,  0
schemespunk             ,  0,  0, -2,  0
scholarseds             , -1,  0,  0,  0
scholarsedt             , -1,  0,  0,  0
scholarsega             , -1,  0,  0,  0
scholarsegg             , -1,  0,  0,  0
scholarself             , -1,  0,  0,  0
scholarsell             , -1,  0,  0,  0
scholarsemi             , -1,  0,  0,  0
scholarsest             , -1,  0,  0,  0
scholarseur             , -1,  0,  0,  0
scholarseva             , -1,  0,  0,  0
scholarseve             , -1,  0,  0,  0
scholarsexp             , -1,  0, -1,  0
scholarsext             , -1,  0, -1,  0
scholarseye             , -1,  0,  0,  0
schoolspunk             ,  0,  0, -2,  0
scottishate             ,  0,  0,  0, -1
scottwatson             ,  0,  0, -2,  0
screenspunk             ,  0,  0, -2,  0
scriptitory             ,  0,  0, -2,  0
scriptwatch             ,  0,  0, -2,  0
scriptwater             ,  0,  0, -2,  0
sculptitory             ,  0,  0, -2,  0
scuttlebutt             , -1,  0,  0,  0
seanalbania             , -1,  0, -1,  0
seanalcohol             , -1,  0, -1,  0
seanalgebra             , -1,  0, -1,  0
seanalgeria             , -1,  0, -1,  0
seanalready             , -1,  0, -1,  0
seborrhoeic             ,  0, -1, -1,  0
secondomaha             ,  0,  0, -1,  0
secondspunk             ,  0,  0, -2,  0
secretspunk             ,  0,  0, -2,  0
secretwatch             ,  0,  0, -2,  0
secretwater             ,  0,  0, -2,  0
sectorspunk             ,  0,  0, -2,  0
secuntitled             ,  0, -1, -1,  0
seekerspunk             ,  0,  0, -2,  0
sellerspunk             ,  0,  0, -2,  0
semencontra             ,  0,  0, -2,  0
seminarseds             , -1,  0,  0,  0
seminarsedt             , -1,  0,  0,  0
seminarsega             , -1,  0,  0,  0
seminarsegg             , -1,  0,  0,  0
seminarself             , -1,  0,  0,  0
seminarsell             , -1,  0,  0,  0
seminarsemi             , -1,  0,  0,  0
seminarsest             , -1,  0,  0,  0
seminarseur             , -1,  0,  0,  0
seminarseva             , -1,  0,  0,  0
seminarseve             , -1,  0,  0,  0
seminarsexp             , -1,  0, -1,  0
seminarsext             , -1,  0, -1,  0
seminarseye             , -1,  0,  0,  0
semisextile             ,  0,  0, -1,  0
senectitude             ,  0,  0, -2,  0
seniorspunk             ,  0,  0, -2,  0
sensorspunk             ,  0,  0, -2,  0
seriouspunk             ,  0,  0, -2,  0
serverspunk             ,  0,  0, -2,  0
shadowspunk             ,  0,  0, -2,  0
shaftwatson             ,  0,  0, -2,  0
shapenissan             , -2,  0, -2,  0
sheetwatson             ,  0,  0, -2,  0
sheriffrick             , -1,  0,  0,  0
shiftwatson             ,  0,  0, -2,  0
shirtwatson             ,  0,  0, -2,  0
shootwatson             ,  0,  0, -2,  0
shortwatson             ,  0,  0, -2,  0
showerspunk             ,  0,  0, -2,  0
shuttlecock             , -1,  0, -1,  0
sicuntitled             ,  0, -1, -1,  0
sierrapeace             ,  0,  0, -1,  0
sightwatson             ,  0,  0, -2,  0
signalspunk             ,  0,  0, -2,  0
signupissue             , -1,  0,  0,  0
similarsega             , -1,  0,  0,  0
similarself             , -1,  0,  0,  0
similarsell             , -1,  0,  0,  0
similarsemi             , -1,  0,  0,  0
sincestable             ,  0,  0, -2,  0
sincestolen             ,  0,  0, -2,  0
sincestuart             ,  0,  0, -2,  0
sincestylus             ,  0,  0, -2,  0
sisterspunk             ,  0,  0, -2,  0
skirtwatson             ,  0,  0, -2,  0
skypenissan             , -2,  0, -2,  0
slopenissan             , -2,  0, -2,  0
smoothellis             , -1,  0,  0,  0
sociosexual             ,  0,  0, -1,  0
socketwatch             ,  0,  0, -2,  0
socketwater             ,  0,  0, -2,  0
socuntitled             ,  0, -1, -1,  0
solarispunk             ,  0,  0, -2,  0
solarselect             , -1,  0,  0,  0
solarsevere             , -1,  0,  0,  0
solarsewing             , -1,  0,  0,  0
soniccaught             , -1, -2,  0,  0
soniccayman             , -1, -2,  0,  0
sourcespunk             ,  0,  0, -2,  0
sovietwatch             ,  0,  0, -2,  0
sovietwater             ,  0,  0, -2,  0
speciespunk             ,  0,  0, -2,  0
specificlit             ,  0,  0, -2,  0
specificrap             , -1,  0,  0,  0
speechellis             , -1,  0,  0,  0
spessartite             ,  0,  0, -2,  0
squirtwatch             ,  0,  0, -2,  0
squirtwater             ,  0,  0, -2,  0
srcuntitled             ,  0, -1, -1,  0
stalactital             ,  0,  0, -2,  0
starsexceed             ,  0,  0, -1,  0
starsexcept             ,  0,  0, -1,  0
starsexcess             ,  0,  0, -1,  0
starsexcuse             ,  0,  0, -1,  0
starsexempt             ,  0,  0, -1,  0
starsexotic             ,  0,  0, -1,  0
startupissn             , -1,  0,  0,  0
startupoops             , -1,  0,  0,  0
startuprick             , -2,  0,  0,  0
staticuntil             ,  0, -1, -1,  0
steadykeith             , -1, -1, -1,  0
steadykelly             , -1, -1, -1,  0
steadykevin             , -1, -1, -1,  0
stevenspunk             ,  0,  0, -2,  0
storiespunk             ,  0,  0, -2,  0
streamspunk             ,  0,  0, -2,  0
streetspunk             ,  0,  0, -2,  0
streetwatch             ,  0,  0, -2,  0
streetwater             ,  0,  0, -2,  0
strengthate             ,  0,  0,  0, -1
strikespunk             ,  0,  0, -2,  0
stripespunk             ,  0,  0, -2,  0
structwatch             ,  0,  0, -2,  0
structwater             ,  0,  0, -2,  0
studiospunk             ,  0,  0, -2,  0
studykelkoo             , -1, -1, -1,  0
stupidities             ,  0,  0,  0, -1
subjectwatt             ,  0,  0, -2,  0
subsextuple             ,  0,  0, -1,  0
substituent             ,  0,  0, -2,  0
successpunk             ,  0,  0, -2,  0
succorrhoea             ,  0, -1, -1,  0
suchelliott             , -1,  0,  0,  0
suckmyanmar             ,  0,  0, -2,  0
suckmysimon             ,  0,  0, -2,  0
suckmyspace             ,  0,  0, -2,  0
suckmystery             ,  0,  0, -2,  0
suffraganal             , -1,  0, -1,  0
surveyspunk             ,  0,  0, -2,  0
suspectwatt             ,  0,  0, -2,  0
sussexrated             ,  0,  0, -1,  0
sweetwatson             ,  0,  0, -2,  0
swiftwatson             ,  0,  0, -2,  0
symanteclit             ,  0,  0, -2,  0
symantecrap             , -1,  0,  0,  0
symbolspunk             ,  0,  0, -2,  0
synopsissys             ,  0,  0,  0, -1
systemspunk             ,  0,  0, -2,  0
tacticspunk             ,  0,  0, -2,  0
taiwankaren             ,  0,  0, -2,  0
taiwankarma             ,  0,  0, -2,  0
taiwankathy             ,  0,  0, -2,  0
taiwankatie             ,  0,  0, -2,  0
taiwankeith             ,  0,  0, -2,  0
taiwankelly             ,  0,  0, -2,  0
taiwankerry             ,  0,  0, -2,  0
taiwankevin             ,  0,  0, -2,  0
taiwanklein             ,  0,  0, -2,  0
taiwanknife             ,  0,  0, -2,  0
taiwanknock             ,  0,  0, -2,  0
taiwankodak             ,  0,  0, -2,  0
taiwankorea             ,  0,  0, -2,  0
tanaluminum             , -1,  0, -1,  0
taughtwatch             ,  0,  0, -2,  0
taughtwater             ,  0,  0, -2,  0
teachespunk             ,  0,  0, -2,  0
techelliott             , -1,  0,  0,  0
teddykelkoo             , -1, -1, -1,  0
thanalbania             , -1,  0, -1,  0
thanalcohol             , -1,  0, -1,  0
thanalgebra             , -1,  0, -1,  0
thanalgeria             , -1,  0, -1,  0
thanalready             , -1,  0, -1,  0
theftwatson             ,  0,  0, -2,  0
therapeuses             ,  0,  0, -1,  0
therapeusis             ,  0,  0, -1,  0
therapeutae             ,  0,  0, -1,  0
therapeutic             ,  0,  0, -1,  0
thereofrick             , -1,  0,  0,  0
thesissyria             ,  0,  0,  0, -1
thoughellis             , -1,  0,  0,  0
threatspunk             ,  0,  0, -2,  0
throatwatch             ,  0,  0, -2,  0
throatwater             ,  0,  0, -2,  0
ticketspunk             ,  0,  0, -2,  0
ticketwatch             ,  0,  0, -2,  0
ticketwater             ,  0,  0, -2,  0
tightwatson             ,  0,  0, -2,  0
titrimetric             ,  0,  0, -2,  0
tittivating             ,  0,  0, -2,  0
tittivation             ,  0,  0, -2,  0
tobaccoonce             ,  0, -3,  0,  0
tobaccoonly             ,  0, -3,  0,  0
tobaccoonto             ,  0, -3,  0,  0
towardspunk             ,  0,  0, -2,  0
trafficunto             ,  0, -1, -1,  0
tragedykeen             , -1, -1, -1,  0
tragedykeep             , -1, -1, -1,  0
tragedykept             , -1, -1, -1,  0
transsexual             ,  0,  0, -1,  0
trapeziform             ,  0,  0, -1,  0
travelspunk             ,  0,  0, -2,  0
trustwatson             ,  0,  0, -2,  0
tumoronline             ,  0,  0,  0, -1
turboobtain             ,  0,  0, -2,  0
ultrapeople             ,  0,  0, -1,  0
ultrapepper             ,  0,  0, -1,  0
unbiassable             , -1,  0,  0,  0
undersexton             ,  0,  0, -1,  0
unigrateful             , -2, -3,  0,  0
upcuntitled             ,  0, -1, -1,  0
urinosexual             ,  0,  0, -1,  0
uscuntitled             ,  0, -1, -1,  0
utahelliott             , -1,  0,  0,  0
utcuntitled             ,  0, -1, -1,  0
vanaluminum             , -1,  0, -1,  0
vanillabias             ,  0,  0, -2,  0
variouspunk             ,  0,  0, -2,  0
varsemester             , -1,  0,  0,  0
vaultwatson             ,  0,  0, -2,  0
vectitation             ,  0,  0, -2,  0
veldtschoen             ,  0, -1, -1,  0
velvetwatch             ,  0,  0, -2,  0
velvetwater             ,  0,  0, -2,  0
vendorspunk             ,  0,  0, -2,  0
vermontwatt             ,  0,  0, -2,  0
vesselspunk             ,  0,  0, -2,  0
vibraculoid             ,  0,  0, -1,  0
victimspunk             ,  0,  0, -2,  0
vicuntitled             ,  0, -1, -1,  0
viewerspunk             ,  0,  0, -2,  0
volleyballs             ,  0,  0, -1,  0
volumespunk             ,  0,  0, -2,  0
wanaluminum             , -1,  0, -1,  0
warsexcerpt             ,  0,  0, -1,  0
warsexcited             ,  0,  0, -1,  0
warsexclude             ,  0,  0, -1,  0
warsexhaust             ,  0,  0, -1,  0
warsexhibit             ,  0,  0, -1,  0
watchespunk             ,  0,  0, -2,  0
wealthellis             , -1,  0,  0,  0
weathercock             , -1,  0, -1,  0
wednesdaygo             ,  0, -2,  0,  0
weightspunk             ,  0,  0, -2,  0
wendykelkoo             , -1, -1, -1,  0
whilstwatch             ,  0,  0, -2,  0
whilstwater             ,  0,  0, -2,  0
whipcracker             ,  0, -1,  0,  0
whisterpoop             , -1,  0,  0,  0
whoarkansas             ,  0, -2, -2,  0
whomobesity             ,  0, -1, -1,  0
whomobility             ,  0, -1, -1,  0
whomobserve             ,  0, -1, -1,  0
whomobvious             ,  0, -1, -1,  0
whomoisture             ,  0, -1, -1,  0
whomolympic             ,  0, -1, -1,  0
whomolympus             ,  0, -1, -1,  0
whomopinion             ,  0, -1, -1,  0
whomopposed             ,  0, -1, -1,  0
whomorlando             ,  0, -1, -1,  0
whomorleans             ,  0, -1, -1,  0
whomortgage             ,  0, -1, -1,  0
windowspunk             ,  0,  0, -2,  0
winnerspunk             ,  0,  0, -2,  0
winterdykes             , -1, -1, -1,  0
wisecracker             ,  0, -1,  0,  0
withelliott             , -1,  0,  0,  0
witnesspunk             ,  0,  0, -2,  0
woodcracker             ,  0, -1,  0,  0
workerspunk             ,  0,  0, -2,  0
worstwatson             ,  0,  0, -2,  0
writerspunk             ,  0,  0, -2,  0
xanthomonas             ,  0, -1, -1,  0
yachtwatson             ,  0,  0, -2,  0
yahookernel             ,  0,  0, -2,  0
yeahelliott             , -1,  0,  0,  0
yesterdaygo             ,  0, -2,  0,  0
zoloftwatch             ,  0,  0, -2,  0
zoloftwater             ,  0,  0, -2,  0
zygomaticum             ,  0,  0, -2,  0
abrasiometer            ,  0,  0, -1,  0
acceptwatson            ,  0,  0, -2,  0
acousticunto            ,  0, -1, -1,  0
acrylicuntil            ,  0, -1, -1,  0
adapterspunk            ,  0,  0, -2,  0
advancespunk            ,  0,  0, -2,  0
advertisemen            ,  0,  0, -2,  0
advertwatson            ,  0,  0, -2,  0
advisorspunk            ,  0,  0, -2,  0
affectwatson            ,  0,  0, -2,  0
againstwatch            ,  0,  0, -2,  0
againstwater            ,  0,  0, -2,  0
agenciespunk            ,  0,  0, -2,  0
albertwatson            ,  0,  0, -2,  0
algebrapeace            ,  0,  0, -1,  0
allahelliott            , -1,  0,  0,  0
altitudinous            ,  0,  0, -2,  0
alumnigraham            , -2, -3,  0,  0
alumnigranny            , -2, -3,  0,  0
alumnigratis            , -2, -3,  0,  0
alumnigroove            , -2, -3,  0,  0
alumniground            , -2, -3,  0,  0
analafayette            , -1,  0, -1,  0
analexington            , -1,  0, -1,  0
analiability            , -1,  0, -1,  0
analicensing            , -1,  0, -1,  0
analkalinity            , -1,  0, -1,  0
anallagmatic            , -1,  0, -1,  0
anallagmatis            , -1,  0, -1,  0
analysespunk            ,  0,  0, -2,  0
analysispunk            ,  0,  0, -2,  0
analysissync            ,  0,  0,  0, -1
analystspunk            ,  0,  0, -2,  0
analystwatch            ,  0,  0, -2,  0
analystwater            ,  0,  0, -2,  0
andorrapeace            ,  0,  0, -1,  0
antesignanus            , -1,  0,  0,  0
anthoecology            ,  0, -1, -1,  0
antiquespunk            ,  0,  0, -2,  0
antithrombic            ,  0,  0, -2,  0
antithrombin            ,  0,  0, -2,  0
antitwilight            ,  0,  0, -2,  0
apniccausing            , -1, -2,  0,  0
apniccaution            , -1, -2,  0,  0
aquaticuntil            ,  0, -1, -1,  0
arabichabits            ,  0, -1, -1,  0
arabichappen            ,  0, -1, -1,  0
arabicharbor            ,  0, -1, -1,  0
arabicharley            ,  0, -1, -1,  0
arabicharold            ,  0, -1, -1,  0
arabicharper            ,  0, -1, -1,  0
arabicharris            ,  0, -1, -1,  0
arabicharvey            ,  0, -1, -1,  0
arabichaving            ,  0, -1, -1,  0
arabichawaii            ,  0, -1, -1,  0
arabichazard            ,  0, -1, -1,  0
arabichidden            ,  0, -1, -1,  0
arabichiking            ,  0, -1, -1,  0
arabichilton            ,  0, -1, -1,  0
arabichockey            ,  0, -1, -1,  0
arabichollow            ,  0, -1, -1,  0
arabicholmes            ,  0, -1, -1,  0
arabichorror            ,  0, -1, -1,  0
arabichudson            ,  0, -1, -1,  0
archivespunk            ,  0,  0, -2,  0
argentinazip            ,  0, -1,  0,  0
armorontario            ,  0,  0,  0, -1
arrivalspunk            ,  0,  0, -2,  0
arseniferous            , -1,  0,  0,  0
arsenization            , -1,  0,  0,  0
artisticunto            ,  0, -1, -1,  0
asbestospunk            ,  0,  0, -2,  0
aspectwatson            ,  0,  0, -2,  0
assaultwatch            ,  0,  0, -2,  0
assaultwater            ,  0,  0, -2,  0
assuefaction            , -1,  0,  0,  0
assyriologue            , -1,  0,  0,  0
athletespunk            ,  0,  0, -2,  0
athleticunto            ,  0, -1, -1,  0
atlanticunto            ,  0, -1, -1,  0
attemptwatch            ,  0,  0, -2,  0
attemptwater            ,  0,  0, -2,  0
attitudinise            ,  0,  0, -2,  0
attitudinize            ,  0,  0, -2,  0
augustwatson            ,  0,  0, -2,  0
aurorapeople            ,  0,  0, -1,  0
aurorapepper            ,  0,  0, -1,  0
authenticlit            ,  0,  0, -2,  0
authenticrap            , -1,  0,  0,  0
automaticlit            ,  0,  0, -2,  0
automaticrap            , -1,  0,  0,  0
ballsalaries            ,  0,  0, -1,  0
ballsalvador            ,  0,  0, -1,  0
ballsavannah            ,  0,  0, -1,  0
ballscenario            ,  0,  0, -1,  0
ballschedule            ,  0,  0, -1,  0
ballscotland            ,  0,  0, -1,  0
ballsemester            ,  0,  0, -1,  0
ballshanghai            ,  0,  0, -1,  0
ballslovenia            ,  0,  0, -1,  0
ballstunning            ,  0,  0, -1,  0
ballsullivan            ,  0,  0, -1,  0
barbarapeace            ,  0,  0, -1,  0
barcelonazip            ,  0, -1,  0,  0
barnhardtite            ,  0,  0, -2,  0
barrierspunk            ,  0,  0, -2,  0
barsexchange            ,  0,  0, -1,  0
barsexciting            ,  0,  0, -1,  0
barsexercise            ,  0,  0, -1,  0
basketwatson            ,  0,  0, -2,  0
batchelliott            , -1,  0,  0,  0
beanaluminum            , -1,  0, -1,  0
beganalbania            , -1,  0, -1,  0
beganalcohol            , -1,  0, -1,  0
beganalgebra            , -1,  0, -1,  0
beganalgeria            , -1,  0, -1,  0
beganalready            , -1,  0, -1,  0
belieffinger            , -1,  0, -1,  0
believespunk            ,  0,  0, -2,  0
benchelliott            , -1,  0,  0,  0
beneathellis            , -1,  0,  0,  0
bennettwatch            ,  0,  0, -2,  0
bennettwater            ,  0,  0, -2,  0
bichromatize            ,  0, -1, -1,  0
bikinigraham            , -2, -3,  0,  0
bikinigranny            , -2, -3,  0,  0
bikinigratis            , -2, -3,  0,  0
bikinigroove            , -2, -3,  0,  0
bikiniground            , -2, -3,  0,  0
birthelliott            , -1,  0,  0,  0
bitchallenge            ,  0, -1, -1,  0
bitchampagne            ,  0, -1, -1,  0
bitchevrolet            ,  0, -1, -1,  0
bitchocolate            ,  0, -1, -1,  0
blanketwatch            ,  0,  0, -2,  0
blanketwater            ,  0,  0, -2,  0
blennorrhoea            ,  0, -1, -1,  0
bloggerspunk            ,  0,  0, -2,  0
bonereaction            ,  0,  0, -2,  0
bonerelating            ,  0,  0, -2,  0
bonerelation            ,  0,  0, -2,  0
bonerelative            ,  0,  0, -2,  0
bonerelevant            ,  0,  0, -2,  0
bonereliable            ,  0,  0, -2,  0
bonereliance            ,  0,  0, -2,  0
bonereligion            ,  0,  0, -2,  0
boneremedies            ,  0,  0, -2,  0
boneremember            ,  0,  0, -2,  0
boneremoving            ,  0,  0, -2,  0
boneretrieve            ,  0,  0, -2,  0
bonereynolds            ,  0,  0, -2,  0
bonerotation            ,  0,  0, -2,  0
boneroulette            ,  0,  0, -2,  0
boothelliott            , -1,  0,  0,  0
bouquetwatch            ,  0,  0, -2,  0
bouquetwater            ,  0,  0, -2,  0
bracketwatch            ,  0,  0, -2,  0
bracketwater            ,  0,  0, -2,  0
branchespunk            ,  0,  0, -2,  0
brauneberger            ,  0,  0, -1,  0
breastheight            ,  0,  0, -1,  0
breastplough            ,  0,  0, -1,  0
breaststroke            ,  0,  0, -1,  0
breastsummer            ,  0,  0, -1,  0
browserspunk            ,  0,  0, -2,  0
brusselspunk            ,  0,  0, -2,  0
builderspunk            ,  0,  0, -2,  0
bunchelliott            , -1,  0,  0,  0
businesspunk            ,  0,  0, -2,  0
butthreshold            , -1,  0,  0,  0
buttradition            , -1,  0,  0,  0
cabinetspunk            ,  0,  0, -2,  0
cadillacunto            ,  0, -1, -1,  0
calendarseds            , -1,  0,  0,  0
calendarsedt            , -1,  0,  0,  0
calendarsega            , -1,  0,  0,  0
calendarsegg            , -1,  0,  0,  0
calendarself            , -1,  0,  0,  0
calendarsell            , -1,  0,  0,  0
calendarsemi            , -1,  0,  0,  0
calendarsest            , -1,  0,  0,  0
calendarseur            , -1,  0,  0,  0
calendarseva            , -1,  0,  0,  0
calendarseve            , -1,  0,  0,  0
calendarsexp            , -1,  0, -1,  0
calendarsext            , -1,  0, -1,  0
calendarseye            , -1,  0,  0,  0
campusyamaha            ,  0, -1, -1,  0
campusyellow            ,  0, -1, -1,  0
canberrapeak            ,  0,  0, -1,  0
canberrapeas            ,  0,  0, -1,  0
cardiacuntil            ,  0, -1, -1,  0
carolinazinc            ,  0, -1,  0,  0
carrierspunk            ,  0,  0, -2,  0
carsexchange            ,  0,  0, -1,  0
carsexciting            ,  0,  0, -1,  0
carsexercise            ,  0,  0, -1,  0
cashierspunk            ,  0,  0, -2,  0
catalystwatt            ,  0,  0, -2,  0
catchelliott            , -1,  0,  0,  0
catholicunto            ,  0, -1, -1,  0
caughtwatson            ,  0,  0, -2,  0
cedarsegment            , -1,  0,  0,  0
cedarsession            , -1,  0,  0,  0
cedarseveral            , -1,  0,  0,  0
cellularsega            , -1,  0,  0,  0
cellularself            , -1,  0,  0,  0
cellularsell            , -1,  0,  0,  0
cellularsemi            , -1,  0,  0,  0
chamberspunk            ,  0,  0, -2,  0
chanaluminum            , -1,  0, -1,  0
channelspunk            ,  0,  0, -2,  0
chapterspunk            ,  0,  0, -2,  0
chargerspunk            ,  0,  0, -2,  0
charsemester            , -1,  0,  0,  0
chassissyria            ,  0,  0,  0, -1
chlorococcum            ,  0,  0, -2,  0
choarbitrary            ,  0, -2, -2,  0
choarlington            ,  0, -2, -2,  0
chomolecular            ,  0, -1, -1,  0
chomolecules            ,  0, -1, -1,  0
chomortality            ,  0, -1, -1,  0
chomotivated            ,  0, -1, -1,  0
christinazip            ,  0, -1,  0,  0
chroniccache            , -1, -2,  0,  0
chroniccause            , -1, -2,  0,  0
chronicuntil            ,  0, -1, -1,  0
chrysophanus            , -1,  0,  0,  0
churchespunk            ,  0,  0, -2,  0
cingularsega            , -1,  0,  0,  0
cingularself            , -1,  0,  0,  0
cingularsell            , -1,  0,  0,  0
cingularsemi            , -1,  0,  0,  0
circularsega            , -1,  0,  0,  0
circularself            , -1,  0,  0,  0
circularsell            , -1,  0,  0,  0
circularsemi            , -1,  0,  0,  0
citizenspunk            ,  0,  0, -2,  0
classicspunk            ,  0,  0, -2,  0
cleanerspunk            ,  0,  0, -2,  0
cleanupissue            , -1,  0,  0,  0
cliniccaught            , -1, -2,  0,  0
cliniccayman            , -1, -2,  0,  0
clithridiate            ,  0,  0, -2,  0
clitoridauxe            ,  0,  0, -2,  0
clitoriditis            ,  0,  0, -2,  0
clitoromania            ,  0,  0, -2,  0
clothelliott            , -1,  0,  0,  0
cloudykelkoo            , -1, -1, -1,  0
clusterspunk            ,  0,  0, -2,  0
coachelliott            , -1,  0,  0,  0
cockthrowing            , -1,  0, -1,  0
coeliorrhoea            ,  0, -1, -1,  0
collarselect            , -1,  0,  0,  0
collarsevere            , -1,  0,  0,  0
collarsewing            , -1,  0,  0,  0
collectwatch            ,  0,  0, -2,  0
collectwater            ,  0,  0, -2,  0
collegespunk            ,  0,  0, -2,  0
combinespunk            ,  0,  0, -2,  0
combonervous            ,  0,  0, -2,  0
comboobesity            ,  0,  0, -2,  0
comboobserve            ,  0,  0, -2,  0
comboobvious            ,  0,  0, -2,  0
comedykelkoo            , -1, -1, -1,  0
commandspunk            ,  0,  0, -2,  0
commentspunk            ,  0,  0, -2,  0
complexrated            ,  0,  0, -1,  0
